index,BuildingRatingDesc,BuildingClassDesc,StreetAddress,Quadrant,City,State,PostCode,Latitude,Longitude,MinRent,MaxRent,NumBedsMin,NumBedsMax,NumBathsMin,NumBathsMax,UnitMinSqFt,UnitMaxSqFt,NUMUNITS,MinLeaseTermsMonths,MaxLeaseTermsMonths,IsShortTermLeaseAvailableFlag,AYB,EYB,YR_RMDL,STORIES,GBA,LotSqFtTotal,Rooms-Kitchen,Rooms-Heating,Rooms-Range,Rooms-Refrigerator,Rooms-Oven,Rooms-Air Conditioning,Building-Elevator,Rooms-Wheelchair Accessible (Rooms),Building-Laundry Facilities,Rooms-Hardwood Floors,Rooms-Tub/Shower,Rooms-Cable Ready,Rooms-Dishwasher,Building-Property Manager on Site,Building-Fitness Center,Building-Doorman,Rooms-Stainless Steel Appliances,Building-Controlled Access,Rooms-Microwave,Building-Concierge,Rooms-Washer/Dryer,Rooms-Granite Countertops,Rooms-Balcony,Rooms-Views,Building-24 Hour Availability,Rooms-High Speed Internet Access,Building-Maintenance on site,Building-Security System,Rooms-Vaulted Ceiling,Building-On-Site Retail,Building-Bike Storage,Rooms-Walk-In Closets,Building-Courtyard,Rooms-Storage Units,Building-Pool,Building-Storage Space,Rooms-Tile Floors,Building-Rooftop Lounge,Building-Gameroom,Building-Package Service,Building-Lounge,Rooms-Fireplace,Building-Sundeck,Building-Playground,Building-Clubhouse,Rooms-Intercom,Rooms-Smoke Free,Rooms-Disposal,Rooms-Eat-in Kitchen,Building-Dry Cleaning Service,Rooms-Freezer,Rooms-Carpet,Building-Business Center,Building-Vintage Building,Building-Video Patrol,Rooms-Dining Room,Building-Spa,Building-Media Center/Movie Theatre,Building-Sauna,Building-Grill,Building-Recycling,Rooms-Wi-Fi,Building-Laundry Service,Rooms-Patio,Rooms-Deck,Building-Car Charging Station,Rooms-Window Coverings,Building-Breakfast/Coffee Concierge,Building-Pet Play Area,Rooms-Crown Molding,Building-Maid Service,Building-Basketball Court,Rooms-Office,Building-Gated,Building-Cardio Machines,Rooms-Pantry,Rooms-Bay Window,Building-Free Weights,Building-Furnished Units Available,Rooms-Garden,Rooms-Ceiling Fans,Building-Online Services,Rooms-Washer/Dryer Hookup,Rooms-Sprinkler System,Rooms-Alarm,Building-Waterfront,Rooms-Double Pane Windows,Building-Multi Use Room,Building-Trash Pickup - Curbside,Building-Weight Machines,Rooms-Ice Maker,Building-Library,Building-Health Club Facility,Building-Picnic Area,Building-Planned Social Activities,Building-Walking/Biking Trails,Rooms-Basement,Rooms-Double Vanities,Rooms-Satellite TV,Rooms-Linen Closet,Building-Trash Pickup - Door to Door,Building-Pet Care,Building-Renters Insurance Program,Rooms-Yard,Building-Fitness Programs,Note
284,3 Star,B,4203 58th Ave,,Bladensburg,MD,20710,38.944017,-76.916852,1012,1950,1,3,1,2,605,1600,141,,,,,1962,1962,4,189700,167706,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"With its private wood setting, ??? may feel secluded, but this quiet community is minutes from shopping, restaurants, entertainment, Metro bus, and Metro rail. This garden community is loaded with value and all the comforts of home. At ???, ""live the good life"" and leave the maintenance to us."
285,2 Star,C,1001 University Blvd E,E,Takoma Park,MD,209032907,38.99225,-76.991611,950,1250,1,2,1,1,630,842,20,,,,,,,3,14565,23174,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? provides affordable, green living in Silver Spring, MD. The community provides quick access to shopping, dining and public transportation.
Each one and two bedroom home has a kitchen with energy efficient appliances and a disposal. The heating and air conditioning is individually controlled. The apartments also have beautiful hardwood floors. All the lighting provided in these bright apartments is also energy efficient. There are complementary window treatments and generous closet and storage space.
Residents have access to a conveniently located laundry facility and a community garden."
286,4 Star,B,21000 Stanford Sq,,Sterling,VA,20166,39.034427,-77.420671,1481,2044,1,3,1,2,741,1634,406,,,,,,,4,456965,787565,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Treat yourself and your family to comfort and resort-style living at Lerner Remington. With lavish finishes and comfortable floor plans, you'll feel right at home. The bright airy apartments are chock-full of house-like features, such as full-size washer/dryer, patio or balcony, wall niches, walk-in closets and fireplaces in select apartments. If you're looking for something fun to do in your spare timehang out in the 8,000 square foot clubhouse with fully equipped kitchen, work out in the fitness center or snuggle up in the comfy oversized chairs in the movie theater and take in a show. If it's shopping and dining that you're looking for, walk on over to Dulles Town Center where you'll find more than 185 stores and restaurants. Stop looking and start living at Lerner Remington!"
287,2 Star,C,154 Jennings Dr,,Martinsburg,WV,254046225,39.4852318,-77.9601267,579,651,1,1,1,1,500,500,64,,,,,,,2,53158,161852,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,2 Star,C,5802 Rosebay Ct,,Frederick,MD,217037249,39.3919981,-77.4346216,690,860,0,2,1,2,288,864,109,,,,,,,1,52202,339768,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,2 Star,C,4918-4938 Battery Ln,,Bethesda,MD,20814,38.992016,-77.099399,1195,1395,1,2,1,1,650,900,62,,,,,,,3,57408,63857,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,4 Star,A,200 Olde Towne Ave,,Gaithersburg,MD,208774363,39.1412097,-77.1961238,1205,1636,1,3,1,3,700,1680,199,,,,2015,,,5,170000,94961,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Welcome to your new home here at ???, where quality meets comfort. The ??? is a brand new affordable apartment community featuring 1, 2 and 3 bedroom apartment homes. Experience the charm of Olde Towne Gaithersburg, modern amenities and breathtaking views, while enjoying the day with friends, family or just having a quiet moment by yourself. You will enjoy plenty of excellent amenities in our community, including our dazzling swimming pool, and fitness center while making yourself at home in any of our spacious floor plans, plus it feels like home the minute you walk in."
291,3 Star,B,6959 Castle Ct,,Frederick,MD,21703,39.378225,-77.429085,1106,1696,1,2,1,2,741,965,404,,,,,,,3,568422,1061993,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Come home to convenience and ease at ??? Apartments in Frederick, Maryland! Enjoy easy access to nearby Washington D.C. or commute a little more simply with nearby major tech employers. Take advantage of the excellent school districts and the short distance of 15 minutes from Downtown Frederick. Our community amenities feature a volleyball and tennis court, newly renovated swimming pool with sundeck, fitness center, and resident clubhouse. Each apartment home comes with a full-size washer and dryer, private patio/balcony, extra storage, and walk-in closets while select upgraded apartments include stainless-steel appliances and wood-style flooring. Find everything you need and more at ??? Apartments!"
292,3 Star,C,1305 10th St NW,NW,Washington,DC,20001,38.9074393,-77.0257319,,,0,2,1,1,475,600,25,,,,,,,4,23944,5881,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,2 Star,C,820 Southern Ave SE,SE,Washington,DC,200323434,38.8279668,-76.993507,1005,1776,0,3,1,1,540,990,180,,,,,,,4,168092,58013,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Welcome to The ???, where you can choose from a number of innovatively designed apartment homes. Surrounded by luxurious spaces, sunlight, and wonderful views, you'll find unlimited possibilities to reflect your lifestyle. Discover the many ways to make The ??? your home. Open on Saturday for appointments only!!!"
294,2 Star,C,1215 N St NW,NW,Washington,DC,200055113,38.9074909,-77.028854,,,0,0,0,0,,,8,,,,,2011,2015,3,2865,2178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,2 Star,C,617-643 Hamlin St NE,NE,Washington,DC,20017,38.927101,-76.9963994,,,1,1,1,1,510,510,80,,,,,,,3,63108,37462,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
296,3 Star,C,820 University Blvd E,E,Silver Spring,MD,209032947,38.995531,-76.992695,1150,1374,1,2,1,1,540,740,136,,,,,,,3,119772,206474,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? offers one and two bedroom apartment homes include all new kitchen fixtures, refurbished baths and refinished floors. The community features a new laundry facility, Metro Bus stop at the community entrance, off street parking and a community center."
297,3 Star,C,10921 Inwood Ave,,Silver Spring,MD,20902,39.0352468,-77.0355767,,,1,2,1,1,603,738,150,,,,,,,4,126108,158994,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,
298,3 Star,B,560 Florida Ave,,Herndon,VA,201704900,38.964671,-77.390287,1405,2375,1,3,1,1,596,1266,144,,,,,1989,1989,3,195790,295772,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Our spacious one and two-bedroom apartments and three-bedroom townhomes define luxurious living. Each home features a private patio or balcony, both carpet and vinyl wood flooring, walk in closets, ceramic tile bath, cable TV & are high speed Internet-ready. You'll love your gourmet kitchen, in select units, complete with European or oak cabinetry, dishwasher, frost-free refrigerator, and microwave. Entertain guests and enjoy dinner on your own private balcony. Then head to downtown Herndon for live music or shopping."
299,5 Star,A,1531 N Pierce St,,Arlington,VA,22209,38.8918845,-77.075904,1649,3780,0,3,1,2,678,1625,238,,,,,,,15,267470,30056,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Introducing modern apartment homes, which allow you to live in an upscale environment that is actually good for the environment. ??? gives you all the luxury you deserve with special earth-friendly touches our planet needs. Perfectly located, stylishly designed and LEED certified, this is modern living done right. Enjoy our convenient location in the heart of Rosslyn where you will find all the best shops, dining and entertainment. If you would like to venture out, you can walk to the Courthouse and Rosslyn Metro stations! You will also love the stunning views of the DC skyline and the National Mall. We have beautiful, open floor plans that are great for entertaining with fine finishes and architectural details. Welcome to your new ??? luxury apartment home. Your friends will be green with envy."
300,4 Star,A,1008 N Glebe Rd,,Arlington,VA,22201,38.8829926,-77.116591,1900,3520,0,2,1,2,490,1489,267,,,,2015,,,15,213600,41709,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brand new Ballston apartments now leasing. ??? gives you the perfect location to all that Arlington and DC has to offer. Just a few blocks to the Ballston-MU metro station, a quick metro ride can get you to downtown DC, while a quick drive can get you directly to Georgetown and all its historic charm. Live in modern beauty, minutes away from the best dining, shopping, and entertainment options while still having the peace and quiet of the Ballston neighborhood. ??? brings an essence of city living to Ballston."
301,2 Star,C,1400 Princess St,,Alexandria,VA,22314,38.8091977,-77.0548742,1301,1749,1,3,1,1,728,1284,69,,,,,,,2,50000,111078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2 Star,C,4000 36th St,,Mount Rainier,MD,207121911,38.939136,-76.958975,,,0,2,1,1,400,650,28,,,,,,,3,17600,35720,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,3 Star,B,1440 Chapin St NW,NW,Washington,DC,200094585,38.9213614,-77.0339227,1550,2100,0,1,1,1,425,680,28,,12,,,2017,2017,4,20604,7405,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Meridian Hill Neighborhood is a vibrant area located at the convergence of eclectic Columbia Heights and the booming 14th & U Street Corridor. The core of the neighborhood is demarcated by Meridian Hill Park on the west side and 14th Street to the east. Chapin Street connects those two borders, providing central accessibility without the through traffic of other cross streets."
304,2 Star,C,4020 Washington Blvd,,Arlington,VA,22201,38.8854028,-77.108976,1475,2100,0,2,1,1,540,970,46,,,,,,,5,41290,57887,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
305,2 Star,C,3347 23rd St SE,SE,Washington,DC,200202086,38.848626,-76.971607,,,0,2,1,1,650,850,61,,,,,,,3,50000,59189,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,5 Star,A,82 I St SE,SE,Washington,DC,200033323,38.879537,-77.005528,1939,5017,0,2,1,2,532,1357,227,,,,2015,,,13,176000,,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? is a spacious, industrial-inspired apartment building offering light-filled apartment homes with floor-to-ceiling views of Capitol Hill and Southeast ... riverfront. ??? brings to life all the values of the modern ... dweller: From contemporary, industrial spaces with comfortable, luxe finishes to its central location, it's the next generation of district living."
307,5 Star,A,11990 Market St,,Reston,VA,20190,38.9590786,-77.3611151,,,1,4,1,4,847,2978,371,,,,,,,21,562476,39204,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
308,3 Star,B,1700 Kalorama Rd NW,NW,Washington,DC,200093509,38.920899,-77.039169,,,0,0,1,1,,,42,,,,,,,3,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,3 Star,C,735 Monroe St,,Rockville,MD,208502701,39.073734,-77.153996,1120,1860,1,3,1,1,603,984,236,,,,,,,3,221850,469577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Located adjacent to Dogwood Park, Fireside Park is nestled in the heart of Rockville, MD. We are within walking distance of the Rockville Metro station and just minutes from I-270. Shopping can be found nearby along the Rockville Pike Metros Red Line and at several nearby malls. The community is zoned for Montgomery County Schools  Ritchie Park Elementary, Julius West Middle, and Richard Montgomery High."
310,2 Star,C,15421-14478 Caroline Manor Cir,,Bowling Green,VA,224272141,38.0466433,-77.3577772,,,2,3,1,2,850,925,24,,,,,,,2,41718,68825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,4 Star,A,4500 College Ave,,College Park,MD,207403324,38.982279,-76.9367654,1049,1849,0,4,1,4,235,1400,267,,,,2013,,,6,300000,111949,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brand new student housing in College Park, MD. Landmark is designed to provide students with the home they aspire to have as young professionals! Our interiors are modern and minimalistic with clean lines and bold colors. Units are fully furnished with in-unit washer/dryer. Stainless steel appliances & quartz kitchen countertops and modern Euro-style cabinetry. 50"" Flat screen living room TV. High-speed internet service & premium cable and residents have free access to all amenities! Landmark gives students the freedom of their own apartment while still maintaining the communal spirit of UMD residence halls. Equipped with only the most state-of-the-art security technology including electronic key access and a smartphone guest admittance app to enable the most comprehensive and convenient security protocol. Located directly across the street from the UMD campus and adjacent to the stores and restaurants on Baltimore Avenue. Students have the convenience of a short walk to class, entertainment hotspots or the College Park metro station."
312,2 Star,C,7419 Little River Tpke,,Annandale,VA,220032902,38.8312626,-77.2033292,,,0,0,,,,,250,,,,,,,3,257412,3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,3 Star,B,157 Westway,,Greenbelt,MD,20770,38.9974725,-76.8853323,1372,2185,1,3,1,2,507,1557,495,,,,,,,3,641406,1087179,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"??? apartment homes, in Greenbelt, Maryland of Prince Georges County, offer you immediate access to both the Capital Beltway and Baltimore-Washington Parkway. Nearby Greenbelt Metro/MARC and New Carrollton Metro/Amtrak stations, with Metrobus and University of Maryland Shuttle stops located in our community take you to the University of Maryland and nearby shopping and restaurants, as well as beyond to major attractions in the downtown Washington D.C. area. An ideal location for UMD students, NASA employees and other professionals, singles and families! Live in our community with a complete amenity list not to be rivaled. Not only do we allow pets, but our pet fees are among the lowest around. Come experience the convenience and comfort that ??? has to offer, move in today!"
314,2 Star,C,6713 14th St NW,NW,Washington,DC,200122866,38.9720483,-77.0331141,1375,1608,0,2,1,1,500,950,32,,,,,,,3,26912,17511,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,2 Star,C,1301 C St SE,SE,Washington,DC,20003,38.884801,-76.9875673,,,1,2,1,1,750,1000,118,,,,,,,3,96498,103459,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,2 Star,B,912 Shepherd St NW,NW,Washington,DC,20011,38.9394989,-77.0254726,,,0,0,0,0,0,0,10,,,,,,,3,9492,4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2 Star,C,6934-6940 Valley Pike,,Middletown,VA,22645,39.0473834,-78.258562,,,0,2,1,1,,,20,,,,,,,1,13362,169013,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
